Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PuckLine,OpenOU,,CloseOU,
1009,8,H,Nashville,0,0,0,0,-175,-160,-1.5(+170),6,-110,6,-120
1009,9,V,LosAngeles,1,0,0,1,160,170,+1.5(-170),5.5,-110,6,-105
1009,10,H,Winnipeg,1,1,0,2,-185,-190,-1.5(+150),5.5,-110,6,-115
1009,11,V,Toronto,2,3,2,7,100,115,+1.5(-240),6,-110,6.5,-110
1009,12,H,Dallas,1,2,1,4,-120,-125,-1.5(+200),6,-110,6.5,-110
1010,51,V,Philadelphia,1,3,3,7,-128,-132,-1.5(+195),6.5,-115,6.5,-110
1010,52,H,Ottawa,1,2,1,4,108,122,+1.5(-235),6.5,-105,6.5,-110
1010,53,V,Vegas,0,1,1,2,123,132,+1.5(-215),6,-110,6,-110
1010,54,H,Washington,1,1,3,5,-143,-145,-1.5(+185),6,-110,6,-110
1010,55,V,Arizona,1,1,0,3,144,135,+1.5(-220),5.5,-110,5.5,120
1010,56,H,Anaheim,1,1,0,2,-165,-150,-1.5(+190),5.5,-110,5.5,-140
1011,1,V,Vegas,1,0,1,2,160,160,+1.5(-165),6.5,-110,6.5,-115
1011,2,H,Pittsburgh,1,3,0,4,-180,-180,-1.5(+145),6.5,-110,6.5,-105
1011,3,V,Columbus,2,1,2,5,115,124,+1.5(-260),5.5,-110,6,-110
1011,4,H,Florida,1,3,0,4,-135,-134,-1.5(+210),5.5,-110,6,-110
1011,5,V,Colorado,3,1,2,6,-105,-120,-1.5(+220),6,-110,6,100
1011,6,H,Buffalo,0,1,0,1,-115,110,+1.5(-270),6,-110,6,-120
1011,7,V,Washington,0,0,0,0,110,107,+1.5(-295),6,-110,6.5,-105
1011,8,H,NewJersey,2,1,3,6,-130,-117,-1.5(+235),6,-110,6.5,-115
1011,9,V,SanJose,1,1,0,2,-175,-150,-1.5(+185),6,-110,6,-110
1011,10,H,NYRangers,1,0,1,3,151,135,+1.5(-215),6,-110,6,-110
1011,11,V,Edmonton,1,0,0,1,144,145,+1.5(-200),6,-110,6,-110
1011,12,H,Boston,3,0,1,4,-165,-160,-1.5(+170),6,-110,6,-110
1011,13,V,Vancouver,0,0,4,4,226,245,+1.5(-120),6.5,-110,6,-120
1011,14,H,TampaBay,1,0,0,1,-275,-280,-1.5(+100),6.5,-110,6,100
1011,15,V,Toronto,1,2,2,5,-180,-160,-1.5(+155),6.5,-110,6.5,100
1011,16,H,Detroit,1,0,2,3,155,145,+1.5(-175),6.5,-110,6.5,-120
1011,17,V,LosAngeles,2,0,1,3,110,100,+1.5(-305),5.5,-110,5.5,100
1011,18,H,Montreal,0,0,0,0,-130,-110,-1.5(+245),5.5,-110,5.5,-120
1011,19,V,Winnipeg,0,0,0,0,115,120,+1.5(-260),6,-110,6,105
1011,20,H,Nashville,0,1,2,3,-135,-130,-1.5(+210),6,-110,6,-125
1011,21,V,Calgary,1,0,2,3,120,115,+1.5(-275),6,-110,6,100
1011,22,H,St.Louis,3,2,0,5,-140,-125,-1.5(+225),6,-110,6,-120
1011,23,V,Chicago,2,0,1,3,148,150,+1.5(-205),6,-110,6,-105
1011,24,H,Minnesota,0,2,1,4,-170,-165,-1.5(+175),6,-110,6,-115
1013,51,V,Vegas,0,0,1,1,114,100,+1.5(-305),6,-120,6,-120
1013,52,H,Philadelphia,0,0,0,0,-134,-110,-1.5(+245),6,100,6,100
1013,53,V,Edmonton,1,0,1,2,-117,-105,-1.5(+235),6,-105,6,-105
1013,54,H,NYRangers,1,0,0,1,-103,-105,+1.5(-295),6,-115,6,-115
1013,55,V,LosAngeles,0,1,0,1,-145,-145,-1.5(+180),6,-105,6,-105
1013,56,H,Ottawa,3,1,1,5,125,132,+1.5(-210),6,-115,6,-115
1013,57,V,Carolina,1,1,2,5,140,125,+1.5(-235),6,-105,6,-110
1013,58,H,Minnesota,1,0,3,4,-160,-135,-1.5(+195),6,-115,6,-110
1013,59,V,Toronto,0,2,2,4,103,100,+1.5(-270),7,-110,6.5,-130
1013,60,H,Washington,1,1,0,2,-123,-110,-1.5(+220),7,-110,6.5,110
1013,61,V,Columbus,0,2,0,2,160,155,+1.5(-185),6,100,6,-115
1013,62,H,TampaBay,3,1,4,8,-185,-170,-1.5(+165),6,-120,6,-105
1013,63,V,Pittsburgh,2,1,0,3,-167,-160,-1.5(+170),6,-115,6,-130
1013,64,H,Montreal,0,3,0,4,146,145,+1.5(-200),6,-105,6,110
1013,65,V,Vancouver,0,2,1,3,170,180,+1.5(-160),6.5,-105,6.5,-105
1013,66,H,Florida,0,2,0,2,-200,-200,-1.5(+140),6.5,-115,6.5,-115
1013,67,V,Detroit,0,0,2,2,222,210,+1.5(-140),6,-105,6,105
1013,68,H,Boston,1,3,4,8,-270,-240,-1.5(+120),6,-115,6,-125
1013,69,V,Anaheim,2,1,0,3,146,150,+1.5(-205),5.5,-110,5.5,-105
1013,70,H,Dallas,0,4,1,5,-168,-165,-1.5(+175),5.5,-110,5.5,-115
1013,71,V,NYIslanders,0,2,0,2,199,200,+1.5(-145),6,-115,6,100
1013,72,H,Nashville,3,0,2,5,-240,-220,-1.5(+125),6,-105,6,-120
1013,73,V,St.Louis,0,1,2,3,-113,-110,-1.5(+240),6,-110,6,-120
1013,74,H,Chicago,2,0,1,4,-107,100,+1.5(-300),6,-110,6,100
1013,75,V,Buffalo,2,0,1,3,105,133,+1.5(-215),5.5,-110,5.5,-105
1013,76,H,Arizona,0,0,0,0,-125,-146,-1.5(+185),5.5,-110,5.5,-115
1013,77,V,Calgary,0,1,1,3,110,115,+1.5(-240),6,-110,6.5,-110
1013,78,H,Colorado,2,0,0,2,-130,-125,-1.5(+200),6,-110,6.5,-110
1014,1,V,SanJose,0,2,0,2,-130,-110,-1.5(+230),6,-110,6,105
1014,2,H,NewJersey,0,1,2,3,110,100,+1.5(-290),6,-110,6,-125
1014,3,V,Carolina,0,0,1,1,172,155,+1.5(-180),6,-120,6.5,-110
1014,4,H,Winnipeg,0,0,3,3,-205,-170,-1.5(+160),6,100,6.5,-110
1014,5,V,Anaheim,1,0,2,3,128,145,+1.5(-215),5.5,-120,5.5,-110
1014,6,H,St.Louis,0,2,0,2,-148,-160,-1.5(+185),5.5,100,5.5,-110
1015,51,V,Dallas,1,0,0,1,-165,-170,-1.5(+165),6,-120,6.5,100
1015,52,H,Ottawa,0,1,3,4,144,155,+1.5(-185),6,100,6.5,-120
1015,53,V,Detroit,1,0,2,3,135,140,+1.5(-210),5,-110,6,100
1015,54,H,Montreal,3,3,1,7,-155,-155,-1.5(+180),5,-110,6,-120
1015,55,V,LosAngeles,0,1,0,1,192,155,+1.5(-170),6,-120,6,-120
1015,56,H,Toronto,2,1,1,4,-230,-170,-1.5(+150),6,100,6,100
1015,57,V,Minnesota,1,1,0,2,155,175,+1.5(-165),6,-110,6,100
1015,58,H,Nashville,1,2,1,4,-180,-195,-1.5(+145),6,-110,6,-120
1016,1,V,Dallas,0,0,0,0,110,125,+1.5(-240),6,-110,6,-115
1016,2,H,NewJersey,1,2,0,3,-130,-135,-1.5(+200),6,-110,6,-105
1016,3,V,Florida,1,2,2,5,110,100,+1.5(-260),6,-110,6,-120
1016,4,H,Philadelphia,0,5,0,6,-130,-110,-1.5(+210),6,-110,6,100
1016,5,V,Vancouver,2,0,0,3,190,230,+1.5(-145),6.5,-110,6.5,-105
1016,6,H,Pittsburgh,1,0,1,2,-230,-260,-1.5(+125),6.5,-110,6.5,-115
1016,7,V,Colorado,0,2,0,2,-125,-130,-1.5(+195),6,-110,6,-110
1016,8,H,NYRangers,1,1,0,3,105,120,+1.5(-235),6,-110,6,-110
1016,9,V,Carolina,1,1,0,2,160,145,+1.5(-205),6,-110,6.5,-110
1016,10,H,TampaBay,1,1,2,4,-180,-160,-1.5(+175),6,-110,6.5,-110
1016,11,V,Edmonton,1,0,3,5,140,175,+1.5(-170),6,-110,6,-110
1016,12,H,Winnipeg,3,1,0,4,-160,-195,-1.5(+150),6,-110,6,-110
1016,13,V,Arizona,1,0,0,1,140,140,+1.5(-210),5.5,-110,5.5,-110
1016,14,H,Minnesota,0,1,1,2,-160,-155,-1.5(+180),5.5,-110,5.5,-110
1016,15,V,Buffalo,0,0,1,1,165,185,+1.5(-156),6,-110,5.5,-115
1016,16,H,Vegas,1,1,2,4,-185,-205,-1.5(+136),6,-110,5.5,-105
1017,51,V,NYRangers,1,1,1,3,215,210,+1.5(-125),6,-115,6,-115
1017,52,H,Washington,1,2,0,4,-260,-240,-1.5(+105),6,-105,6,-105
1017,53,V,St.Louis,0,1,1,2,-105,-114,-1.5(+250),5.5,-115,5.5,-115
1017,54,H,Montreal,1,1,1,3,-115,104,+1.5(-315),5.5,-105,5.5,-105
1017,55,V,Boston,0,2,0,2,-110,100,+1.5(-315),6,100,6,-105
1017,56,H,Calgary,3,1,1,5,-110,-110,-1.5(+250),6,-120,6,-115
1017,57,V,NYIslanders,0,0,1,1,155,132,+1.5(-230),6,100,5.5,-110
1017,58,H,Anaheim,1,1,2,4,-180,-145,-1.5(+190),6,-120,5.5,-110
1018,1,V,Pittsburgh,1,0,2,3,108,130,+1.5(-215),6,-110,6.5,-130
1018,2,H,Toronto,0,0,0,0,-128,-140,-1.5(+185),6,-110,6.5,110
1018,3,V,Philadelphia,2,0,1,3,118,140,+1.5(-215),6,-110,6,-110
1018,4,H,Columbus,1,3,2,6,-138,-155,-1.5(+185),6,-110,6,-110
1018,5,V,Colorado,0,2,3,5,120,120,+1.5(-230),6,-110,6,-110
1018,6,H,NewJersey,1,1,1,3,-140,-130,-1.5(+190),6,-110,6,-110
1018,7,V,Detroit,0,1,0,1,245,250,+1.5(-110),6,-110,6,-120
1018,8,H,TampaBay,1,1,1,3,-300,-290,-1.5(-110),6,-110,6,100
1018,9,V,Vancouver,0,1,0,1,180,235,+1.5(-130),6.5,-110,6,100
1018,10,H,Winnipeg,1,0,3,4,-215,-265,-1.5(+110),6.5,-110,6,-120
1018,11,V,Arizona,1,1,2,4,123,135,+1.5(-215),6,-110,5.5,-115
1018,12,H,Chicago,0,1,0,1,-143,-150,-1.5(+185),6,-110,5.5,-105
1018,13,V,Boston,0,1,1,2,-107,-120,-1.5(+215),6,-110,6,-110
1018,14,H,Edmonton,0,1,1,3,-113,110,+1.5(-265),6,-110,6,-110
1018,15,V,Buffalo,0,1,0,1,192,210,+1.5(-135),5.5,-110,5.5,-110
1018,16,H,SanJose,2,0,3,5,-230,-240,-1.5(+115),5.5,-110,5.5,-110
1018,17,V,NYIslanders,1,2,4,7,148,150,+1.5(-200),6,-110,5.5,-110
1018,18,H,LosAngeles,1,0,1,2,-170,-165,-1.5(+170),6,-110,5.5,-110
1019,51,V,Florida,4,1,0,6,148,130,+1.5(-210),6.5,-110,6.5,100
1019,52,H,Washington,1,3,1,5,-170,-140,-1.5(+180),6.5,-110,6.5,-120
1019,53,V,Minnesota,0,0,3,3,135,126,+1.5(-240),6,-110,6,115
1019,54,H,Dallas,0,0,1,1,-155,-136,-1.5(+200),6,-110,6,-135
1019,55,V,Nashville,1,2,2,5,-120,-120,-1.5(+220),6,-110,6,100
1019,56,H,Calgary,1,1,1,3,100,110,+1.5(-270),6,-110,6,-120
1020,1,V,NewJersey,1,0,1,2,102,115,+1.5(-270),6,-120,6,-120
1020,2,H,Philadelphia,1,1,3,5,-122,-125,-1.5(+220),6,100,6,100
1020,3,V,Colorado,1,1,1,3,123,135,+1.5(-230),6,-120,6,-135
1020,4,H,Carolina,0,0,1,1,-143,-150,-1.5(+190),6,100,6,115
1020,5,V,Arizona,1,0,2,3,192,170,+1.5(-160),5.5,-120,5.5,-110
1020,6,H,Winnipeg,1,2,2,5,-230,-190,-1.5(+141),5.5,100,5.5,-110
1020,7,V,Buffalo,1,3,1,5,150,160,+1.5(-185),5.5,-110,5.5,105
1020,8,H,LosAngeles,0,0,1,1,-170,-180,-1.5(+165),5.5,-110,5.5,-125
1020,9,V,Detroit,0,3,0,4,185,180,+1.5(-160),6.5,-110,6.5,110
1020,10,H,Florida,2,0,1,3,-215,-200,-1.5(+140),6.5,-110,6.5,-130
1020,11,V,Chicago,1,0,3,4,143,132,+1.5(-215),6,-105,6,-115
1020,12,H,Columbus,1,0,0,1,-163,-145,-1.5(+185),6,-115,6,-105
1020,13,V,St.Louis,0,3,1,4,146,145,+1.5(-210),6,-125,6,-125
1020,14,H,Toronto,0,0,1,1,-168,-160,-1.5(+180),6,105,6,105
1020,15,V,Montreal,3,0,0,3,-125,-115,-1.5(+225),6,100,6,-105
1020,16,H,Ottawa,1,2,0,4,105,105,+1.5(-275),6,-120,6,-115
1020,17,V,TampaBay,3,0,1,4,-140,-140,-1.5(+190),6,-110,6,-105
1020,18,H,Minnesota,1,1,2,5,120,130,+1.5(-230),6,-110,6,-115
1020,19,V,Anaheim,0,0,1,1,145,157,+1.5(-200),5.5,-110,5.5,-105
1020,20,H,Vegas,1,1,1,3,-165,-175,-1.5(+170),5.5,-110,5.5,-115
1020,21,V,Nashville,0,2,1,3,-113,-125,-1.5(+205),6,-110,6,-105
1020,22,H,Edmonton,0,0,0,0,-107,115,+1.5(-245),6,-110,6,-115
1020,23,V,Boston,0,0,1,1,-165,-145,-1.5(+180),6,100,6,105
1020,24,H,Vancouver,1,0,0,2,144,132,+1.5(-210),6,-120,6,-125
1020,25,V,NYIslanders,1,0,0,1,192,205,+1.5(-140),6,-110,6,-110
1020,26,H,SanJose,1,2,1,4,-230,-230,-1.5(+120),6,-110,6,-110
1021,51,V,Calgary,1,2,1,4,-135,-125,-1.5(+200),6,-110,6,-110
1021,52,H,NYRangers,0,0,1,1,115,115,+1.5(-240),6,-110,6,-110
1021,53,V,TampaBay,1,3,2,6,-147,-135,-1.5(+110),6.5,-105,6.5,-105
1021,54,H,Chicago,1,0,2,3,127,125,+1.5(-130),6.5,-115,6.5,-115
1021,55,V,Buffalo,0,2,2,4,146,135,+1.5(-205),5.5,100,5.5,100
1021,56,H,Anaheim,1,1,0,2,-167,-150,-1.5(+175),5.5,-120,5.5,-120
1022,1,V,Colorado,1,1,2,4,-102,115,+1.5(-260),6,-120,6,-120
1022,2,H,Philadelphia,0,0,1,1,-118,-125,-1.5(+210),6,100,6,100
1022,3,V,Carolina,1,1,1,3,-143,-140,-1.5(+185),6,-105,6,-110
1022,4,H,Detroit,0,0,1,1,123,130,+1.5(-215),6,-115,6,-110
1022,5,V,St.Louis,2,1,1,4,140,145,+1.5(-210),6,-110,6,105
1022,6,H,Winnipeg,1,0,3,5,-160,-160,-1.5(+180),6,-110,6,-125
1022,7,V,Washington,1,2,2,5,-150,-135,-1.5(+190),6,-115,6,-105
1022,8,H,Vancouver,0,1,1,2,130,125,+1.5(-230),6,-105,6,-115
1023,51,V,Florida,1,0,1,2,-110,-135,-1.5(+195),6,-110,6,-130
1023,52,H,NYRangers,0,3,2,5,-110,125,+1.5(-235),6,-110,6,110
1023,53,V,Arizona,2,1,1,4,144,165,+1.5(-165),5.5,-110,5.5,-105
1023,54,H,Columbus,1,0,0,1,-165,-185,-1.5(+145),5.5,-110,5.5,-115
1023,55,V,Calgary,1,0,1,2,-120,103,-1.5(+240),5.5,-110,5.5,-130
1023,56,H,Montreal,0,3,0,3,100,-113,+1.5(-300),5.5,-110,5.5,110
1023,57,V,Boston,1,1,2,4,-130,-160,-1.5(+170),6,-110,6,-110
1023,58,H,Ottawa,0,1,0,1,110,145,+1.5(-200),6,-110,6,-110
1023,59,V,SanJose,1,1,3,5,110,115,+1.5(-240),5.5,-110,5.5,100
1023,60,H,Nashville,1,3,0,4,-130,-125,-1.5(+200),5.5,-110,5.5,-120
1023,61,V,Anaheim,0,1,0,1,110,132,+1.5(-225),5.5,-110,5.5,-120
1023,62,H,Chicago,1,0,2,3,-130,-145,-1.5(+195),5.5,-110,5.5,100
1023,63,V,LosAngeles,0,2,0,2,140,135,+1.5(-210),5.5,-110,5.5,-105
1023,64,H,Dallas,1,2,1,4,-160,-150,-1.5(+180),5.5,-110,5.5,-115
1023,65,V,Pittsburgh,1,3,1,6,-125,-120,-1.5(+210),6,-110,6,-120
1023,66,H,Edmonton,0,3,2,5,105,110,+1.5(-260),6,-110,6,100
1024,1,V,Toronto,1,2,1,4,-102,120,+1.5(-258),6.5,-110,6.5,-115
1024,2,H,Winnipeg,0,0,2,2,-118,-130,-1.5(+208),6.5,-110,6.5,-105
1024,3,V,Florida,0,0,2,3,-113,-105,+1.5(-290),6.5,-105,6.5,-105
1024,4,H,NYIslanders,1,1,0,2,-107,-105,-1.5(+230),6.5,-115,6.5,-115
1024,5,V,TampaBay,0,0,1,1,-140,-118,-1.5(+220),6.5,-105,6.5,-105
1024,6,H,Colorado,0,0,0,0,120,108,+1.5(-270),6.5,-115,6.5,-115
1024,7,V,Vancouver,0,2,0,3,180,250,+1.5(-125),5.5,-115,5.5,-110
1024,8,H,Vegas,0,2,0,2,-215,-290,-1.5(+105),5.5,-105,5.5,-110
1025,51,V,Nashville,1,1,1,4,-133,-114,-1.5(+210),6,-105,5.5,-115
1025,52,H,NewJersey,2,1,0,3,113,104,+1.5(-260),6,-115,5.5,-105
1025,53,V,Montreal,1,1,1,3,103,110,+1.5(-260),5.5,-114,5.5,-115
1025,54,H,Buffalo,0,2,2,4,-123,-120,-1.5(+210),5.5,-106,5.5,-105
1025,55,V,Philadelphia,0,0,0,0,140,140,+1.5(-200),6,-110,6,-115
1025,56,H,Boston,0,2,1,3,-160,-155,-1.5(+170),6,-110,6,-105
1025,57,V,LosAngeles,0,0,1,1,133,145,+1.5(-187),5.5,100,5.5,100
1025,58,H,Minnesota,1,1,2,4,-153,-160,-1.5(+167),5.5,-120,5.5,-120
1025,59,V,Columbus,1,3,3,7,120,126,+1.5(-245),6,100,6,100
1025,60,H,St.Louis,2,1,1,4,-140,-136,-1.5(+205),6,-120,6,-120
1025,61,V,Anaheim,1,1,0,2,135,140,+1.5(-200),5.5,-110,5.5,-105
1025,62,H,Dallas,2,3,0,5,-155,-155,-1.5(+170),5.5,-110,5.5,-115
1025,63,V,NYRangers,1,0,0,1,152,140,+1.5(-230),6,-110,6,-110
1025,64,H,Chicago,1,1,2,4,-177,-155,-1.5(+190),6,-110,6,-110
1025,65,V,Washington,0,1,0,1,-130,-113,-1.5(+215),6,-115,6.5,100
1025,66,H,Edmonton,1,1,2,4,110,103,+1.5(-265),6,-105,6.5,-120
1025,67,V,Pittsburgh,3,4,2,9,-113,102,+1.5(-265),6.5,-105,6.5,100
1025,68,H,Calgary,0,0,1,1,-107,-112,-1.5(+215),6.5,-115,6.5,-120
1025,69,V,Vancouver,0,1,0,1,155,190,+1.5(-150),5.5,-110,5.5,105
1025,70,H,Arizona,0,1,3,4,-175,-210,-1.5(+130),5.5,-110,5.5,-125
1026,1,V,TampaBay,2,1,0,3,-117,-105,-1.5(+235),5.5,-110,5.5,-115
1026,2,H,Vegas,1,0,1,2,-103,-105,+1.5(-295),5.5,-110,5.5,-105
1026,3,V,SanJose,2,1,0,3,-117,100,+1.5(-295),6,-110,6,-105
1026,4,H,Carolina,0,3,0,4,-103,-110,-1.5(+235),6,-110,6,-115
1026,5,V,Winnipeg,0,1,1,2,-180,-155,-1.5(+170),6,-110,6,-110
1026,6,H,Detroit,1,0,0,1,155,140,+1.5(-200),6,-110,6,-110
1026,7,V,Ottawa,2,1,0,3,192,185,+1.5(-150),6,-110,6,-115
1026,8,H,Colorado,0,2,4,6,-230,-205,-1.5(+130),6,-110,6,-105
1027,51,V,Florida,0,0,2,2,117,110,+1.5(-245),6,-110,6,-115
1027,52,H,NewJersey,1,2,0,3,-137,-120,-1.5(+205),6,-110,6,-105
1027,53,V,NYIslanders,2,1,3,6,144,135,+1.5(-200),6,-120,6,-110
1027,54,H,Philadelphia,0,1,0,1,-165,-150,-1.5(+170),6,100,6,-110
1027,55,V,Edmonton,1,2,2,5,190,180,+1.5(-150),6,-110,5.5,-115
1027,56,H,Nashville,0,1,2,3,-230,-200,-1.5(+130),6,-110,5.5,-105
1027,57,V,Washington,2,1,0,4,-113,110,+1.5(-270),6.5,-105,6.5,-105
1027,58,H,Calgary,2,0,1,3,-107,-120,-1.5(+220),6.5,-115,6.5,-115
1027,59,V,Montreal,2,0,1,3,160,155,+1.5(-180),5.5,-110,5.5,-110
1027,60,H,Boston,0,0,0,0,-185,-170,-1.5(+160),5.5,-110,5.5,-110
1027,61,V,Buffalo,2,0,2,4,150,170,+1.5(-165),5.5,-120,6,-105
1027,62,H,Columbus,1,3,0,5,-173,-190,-1.5(+145),5.5,100,6,-115
1027,63,V,Winnipeg,1,1,0,2,107,130,+1.5(-215),6.5,-110,6.5,100
1027,64,H,Toronto,0,0,3,3,-127,-140,-1.5(+185),6.5,-110,6.5,-120
1027,65,V,Chicago,2,1,0,3,115,125,+1.5(-235),6,-105,6,-105
1027,66,H,St.Louis,2,2,3,7,-135,-135,-1.5(+195),6,-115,6,-115
